Media:5000	30	10	0.1	71.67999999999999
1234	5000	30	10	0.01	65.4
242359	5000	30	10	0.01	86.8
986	5000	30	10	0.01	48.6
5437	5000	30	10	0.01	94.4
72463	5000	30	10	0.01	48.6
97856	5000	30	10	0.01	75.4
7105	5000	30	10	0.01	67.2
3189	5000	30	10	0.01	89.6
13594	5000	30	10	0.01	75.8
4	5000	30	10	0.01	53.4
Media:5000	30	10	0.01	70.52
1234	5000	30	10	0.001	55.0
242359	5000	30	10	0.001	72.6
986	5000	30	10	0.001	40.8
5437	5000	30	10	0.001	81.2
72463	5000	30	10	0.001	41.8
97856	5000	30	10	0.001	59.6
7105	5000	30	10	0.001	53.8
3189	5000	30	10	0.001	74.8
13594	5000	30	10	0.001	55.4
4	5000	30	10	0.001	45.0
Media:5000	30	10	0.001	58.0
1234	5000	30	10	1.0E-4	35.2
242359	5000	30	10	1.0E-4	42.2
986	5000	30	10	1.0E-4	40.8
5437	5000	30	10	1.0E-4	32.0
72463	5000	30	10	1.0E-4	43.6
97856	5000	30	10	1.0E-4	40.2
7105	5000	30	10	1.0E-4	38.2
3189	5000	30	10	1.0E-4	57.8
13594	5000	30	10	1.0E-4	56.4
4	5000	30	10	1.0E-4	26.4
Media:5000	30	10	1.0E-4	41.279999999999994
1234	5000	30	10	1.0E-5	33.6
242359	5000	30	10	1.0E-5	38.6
986	5000	30	10	1.0E-5	43.2
5437	5000	30	10	1.0E-5	48.4
72463	5000	30	10	1.0E-5	37.0
97856	5000	30	10	1.0E-5	45.8
7105	5000	30	10	1.0E-5	30.2
3189	5000	30	10	1.0E-5	61.8
13594	5000	30	10	1.0E-5	58.4
4	5000	30	10	1.0E-5	34.6
Media:5000	30	10	1.0E-5	43.160000000000004
1234	5000	30	15	0.1	68.4
242359	5000	30	15	0.1	79.8
986	5000	30	15	0.1	48.8
5437	5000	30	15	0.1	99.2
72463	5000	30	15	0.1	55.6
97856	5000	30	15	0.1	78.4
7105	5000	30	15	0.1	66.4
3189	5000	30	15	0.1	90.4
13594	5000	30	15	0.1	76.2
4	5000	30	15	0.1	55.8
Media:5000	30	15	0.1	71.9
1234	5000	30	15	0.01	66.4
242359	5000	30	15	0.01	77.4
986	5000	30	15	0.01	45.8
5437	5000	30	15	0.01	96.4
72463	5000	30	15	0.01	45.0
97856	5000	30	15	0.01	72.4
7105	5000	30	15	0.01	58.8
3189	5000	30	15	0.01	82.6
13594	5000	30	15	0.01	69.2
4	5000	30	15	0.01	46.0
Media:5000	30	15	0.01	66.0
1234	5000	30	15	0.001	43.8
242359	5000	30	15	0.001	68.8
986	5000	30	15	0.001	41.0
5437	5000	30	15	0.001	64.4
72463	5000	30	15	0.001	37.6
97856	5000	30	15	0.001	59.8
7105	5000	30	15	0.001	44.4
3189	5000	30	15	0.001	67.0
13594	5000	30	15	0.001	57.0
4	5000	30	15	0.001	33.0
Media:5000	30	15	0.001	51.67999999999999
1234	5000	30	15	1.0E-4	34.0
242359	5000	30	15	1.0E-4	35.0
986	5000	30	15	1.0E-4	41.6
5437	5000	30	15	1.0E-4	37.4
72463	5000	30	15	1.0E-4	34.2
97856	5000	30	15	1.0E-4	42.2
7105	5000	30	15	1.0E-4	33.0
3189	5000	30	15	1.0E-4	55.6
13594	5000	30	15	1.0E-4	55.0
4	5000	30	15	1.0E-4	26.2
Media:5000	30	15	1.0E-4	39.42
1234	5000	30	15	1.0E-5	30.6
242359	5000	30	15	1.0E-5	30.6
986	5000	30	15	1.0E-5	46.8
5437	5000	30	15	1.0E-5	39.0
72463	5000	30	15	1.0E-5	37.2
97856	5000	30	15	1.0E-5	39.0
7105	5000	30	15	1.0E-5	29.2
3189	5000	30	15	1.0E-5	57.4
13594	5000	30	15	1.0E-5	55.0
4	5000	30	15	1.0E-5	25.4
Media:5000	30	15	1.0E-5	39.019999999999996
1234	5000	30	20	0.1	71.0
242359	5000	30	20	0.1	82.4
986	5000	30	20	0.1	49.0
5437	5000	30	20	0.1	94.6
72463	5000	30	20	0.1	52.6
97856	5000	30	20	0.1	78.8
7105	5000	30	20	0.1	69.6
3189	5000	30	20	0.1	82.4
13594	5000	30	20	0.1	72.0
4	5000	30	20	0.1	56.2
Media:5000	30	20	0.1	70.86
1234	5000	30	20	0.01	62.8
242359	5000	30	20	0.01	77.2
986	5000	30	20	0.01	39.2
5437	5000	30	20	0.01	87.4
72463	5000	30	20	0.01	47.2
97856	5000	30	20	0.01	74.8
7105	5000	30	20	0.01	58.2
3189	5000	30	20	0.01	84.2
13594	5000	30	20	0.01	71.8
4	5000	30	20	0.01	45.4
Media:5000	30	20	0.01	64.82
1234	5000	30	20	0.001	45.6
242359	5000	30	20	0.001	66.0
986	5000	30	20	0.001	39.4
5437	5000	30	20	0.001	62.0
72463	5000	30	20	0.001	39.6
97856	5000	30	20	0.001	52.0
7105	5000	30	20	0.001	40.4
3189	5000	30	20	0.001	63.8
13594	5000	30	20	0.001	57.0
4	5000	30	20	0.001	33.0
Media:5000	30	20	0.001	49.88
1234	5000	30	20	1.0E-4	32.2
242359	5000	30	20	1.0E-4	32.0
986	5000	30	20	1.0E-4	39.2
5437	5000	30	20	1.0E-4	26.4
72463	5000	30	20	1.0E-4	33.0
97856	5000	30	20	1.0E-4	41.6
7105	5000	30	20	1.0E-4	29.2
3189	5000	30	20	1.0E-4	43.4
13594	5000	30	20	1.0E-4	54.0
4	5000	30	20	1.0E-4	22.8
Media:5000	30	20	1.0E-4	35.38
1234	5000	30	20	1.0E-5	30.6
242359	5000	30	20	1.0E-5	28.4
986	5000	30	20	1.0E-5	44.4
5437	5000	30	20	1.0E-5	27.8
72463	5000	30	20	1.0E-5	34.6
97856	5000	30	20	1.0E-5	41.2
7105	5000	30	20	1.0E-5	30.0
3189	5000	30	20	1.0E-5	43.8
13594	5000	30	20	1.0E-5	55.6
4	5000	30	20	1.0E-5	30.0
Media:5000	30	20	1.0E-5	36.64
1234	5000	30	25	0.1	64.8
242359	5000	30	25	0.1	80.8
986	5000	30	25	0.1	52.8
5437	5000	30	25	0.1	99.8
72463	5000	30	25	0.1	53.8
97856	5000	30	25	0.1	78.6
7105	5000	30	25	0.1	69.0
3189	5000	30	25	0.1	85.0
13594	5000	30	25	0.1	77.2
4	5000	30	25	0.1	57.0
Media:5000	30	25	0.1	71.88000000000001
1234	5000	30	25	0.01	60.2
242359	5000	30	25	0.01	78.8
986	5000	30	25	0.01	46.4
5437	5000	30	25	0.01	82.0
72463	5000	30	25	0.01	41.8
97856	5000	30	25	0.01	66.0
7105	5000	30	25	0.01	62.4
3189	5000	30	25	0.01	83.0
13594	5000	30	25	0.01	68.8
4	5000	30	25	0.01	51.6
Media:5000	30	25	0.01	64.1
1234	5000	30	25	0.001	44.4
242359	5000	30	25	0.001	61.6
986	5000	30	25	0.001	43.0
5437	5000	30	25	0.001	57.6
72463	5000	30	25	0.001	40.4
97856	5000	30	25	0.001	51.2
7105	5000	30	25	0.001	43.2
3189	5000	30	25	0.001	67.8
13594	5000	30	25	0.001	56.2
4	5000	30	25	0.001	34.4
Media:5000	30	25	0.001	49.98
1234	5000	30	25	1.0E-4	35.0
242359	5000	30	25	1.0E-4	39.8
986	5000	30	25	1.0E-4	41.8
5437	5000	30	25	1.0E-4	33.4
72463	5000	30	25	1.0E-4	35.8
97856	5000	30	25	1.0E-4	43.4
7105	5000	30	25	1.0E-4	28.4
3189	5000	30	25	1.0E-4	51.6
13594	5000	30	25	1.0E-4	54.6
4	5000	30	25	1.0E-4	28.4
Media:5000	30	25	1.0E-4	39.220000000000006
1234	5000	30	25	1.0E-5	27.8
242359	5000	30	25	1.0E-5	27.4
986	5000	30	25	1.0E-5	46.4
5437	5000	30	25	1.0E-5	21.8
72463	5000	30	25	1.0E-5	34.8
97856	5000	30	25	1.0E-5	43.2
7105	5000	30	25	1.0E-5	26.2
3189	5000	30	25	1.0E-5	41.0
13594	5000	30	25	1.0E-5	54.4
4	5000	30	25	1.0E-5	25.8
Media:5000	30	25	1.0E-5	34.879999999999995
1234	5000	30	30	0.1	68.2
242359	5000	30	30	0.1	71.6
986	5000	30	30	0.1	49.4
5437	5000	30	30	0.1	98.4
72463	5000	30	30	0.1	54.6
97856	5000	30	30	0.1	79.8
7105	5000	30	30	0.1	60.0
3189	5000	30	30	0.1	89.0
13594	5000	30	30	0.1	71.0
4	5000	30	30	0.1	55.2
Media:5000	30	30	0.1	69.72
1234	5000	30	30	0.01	66.6
242359	5000	30	30	0.01	79.6
986	5000	30	30	0.01	48.8
5437	5000	30	30	0.01	91.0
72463	5000	30	30	0.01	38.2
97856	5000	30	30	0.01	76.6
7105	5000	30	30	0.01	46.6
3189	5000	30	30	0.01	71.2
13594	5000	30	30	0.01	69.0
4	5000	30	30	0.01	53.4
Media:5000	30	30	0.01	64.1
1234	5000	30	30	0.001	44.0
242359	5000	30	30	0.001	58.8
986	5000	30	30	0.001	44.0
5437	5000	30	30	0.001	60.6
72463	5000	30	30	0.001	36.0
97856	5000	30	30	0.001	47.8
7105	5000	30	30	0.001	38.8
3189	5000	30	30	0.001	58.0
13594	5000	30	30	0.001	53.4
4	5000	30	30	0.001	33.2
Media:5000	30	30	0.001	47.459999999999994
1234	5000	30	30	1.0E-4	29.6
242359	5000	30	30	1.0E-4	33.8
986	5000	30	30	1.0E-4	44.8
5437	5000	30	30	1.0E-4	26.6
72463	5000	30	30	1.0E-4	36.4
97856	5000	30	30	1.0E-4	43.2
7105	5000	30	30	1.0E-4	23.0
3189	5000	30	30	1.0E-4	48.4
13594	5000	30	30	1.0E-4	55.0
4	5000	30	30	1.0E-4	27.8
Media:5000	30	30	1.0E-4	36.86
1234	5000	30	30	1.0E-5	29.2
242359	5000	30	30	1.0E-5	28.8
986	5000	30	30	1.0E-5	39.0
5437	5000	30	30	1.0E-5	31.8
72463	5000	30	30	1.0E-5	33.2
97856	5000	30	30	1.0E-5	42.4
7105	5000	30	30	1.0E-5	26.8
3189	5000	30	30	1.0E-5	49.8
13594	5000	30	30	1.0E-5	56.0
4	5000	30	30	1.0E-5	30.2
Media:5000	30	30	1.0E-5	36.72
1234	5000	30	40	0.1	64.8
242359	5000	30	40	0.1	83.0
986	5000	30	40	0.1	47.4
5437	5000	30	40	0.1	94.6
72463	5000	30	40	0.1	51.8
97856	5000	30	40	0.1	79.4
7105	5000	30	40	0.1	62.8
3189	5000	30	40	0.1	84.8
13594	5000	30	40	0.1	74.0
4	5000	30	40	0.1	58.4
Media:5000	30	40	0.1	70.1
1234	5000	30	40	0.01	62.0
242359	5000	30	40	0.01	72.2
986	5000	30	40	0.01	39.8
5437	5000	30	40	0.01	85.8
72463	5000	30	40	0.01	43.4
97856	5000	30	40	0.01	68.2
7105	5000	30	40	0.01	57.8
3189	5000	30	40	0.01	79.8
13594	5000	30	40	0.01	65.6
4	5000	30	40	0.01	42.0
Media:5000	30	40	0.01	61.660000000000004
1234	5000	30	40	0.001	49.4
242359	5000	30	40	0.001	60.4
986	5000	30	40	0.001	40.6
5437	5000	30	40	0.001	62.8
72463	5000	30	40	0.001	34.2
97856	5000	30	40	0.001	43.0
7105	5000	30	40	0.001	45.0
3189	5000	30	40	0.001	64.2
13594	5000	30	40	0.001	55.6
4	5000	30	40	0.001	30.2
Media:5000	30	40	0.001	48.54
1234	5000	30	40	1.0E-4	28.4
242359	5000	30	40	1.0E-4	32.4
986	5000	30	40	1.0E-4	43.0
5437	5000	30	40	1.0E-4	27.2
72463	5000	30	40	1.0E-4	32.6
97856	5000	30	40	1.0E-4	40.4
7105	5000	30	40	1.0E-4	28.4
3189	5000	30	40	1.0E-4	45.0
13594	5000	30	40	1.0E-4	56.6
4	5000	30	40	1.0E-4	29.6
Media:5000	30	40	1.0E-4	36.36
1234	5000	30	40	1.0E-5	28.2
242359	5000	30	40	1.0E-5	34.4
986	5000	30	40	1.0E-5	42.8
5437	5000	30	40	1.0E-5	31.4
72463	5000	30	40	1.0E-5	39.0
97856	5000	30	40	1.0E-5	40.4
7105	5000	30	40	1.0E-5	27.4
3189	5000	30	40	1.0E-5	41.6
13594	5000	30	40	1.0E-5	54.0
4	5000	30	40	1.0E-5	23.0
Media:5000	30	40	1.0E-5	36.22
1234	5000	30	50	0.1	68.0
242359	5000	30	50	0.1	83.2
986	5000	30	50	0.1	50.2
5437	5000	30	50	0.1	95.0
72463	5000	30	50	0.1	53.6
97856	5000	30	50	0.1	76.6
7105	5000	30	50	0.1	62.8
3189	5000	30	50	0.1	84.0
13594	5000	30	50	0.1	68.6
4	5000	30	50	0.1	55.0
Media:5000	30	50	0.1	69.70000000000002
1234	5000	30	50	0.01	56.8
242359	5000	30	50	0.01	68.8
986	5000	30	50	0.01	40.6
5437	5000	30	50	0.01	85.6
72463	5000	30	50	0.01	44.8
97856	5000	30	50	0.01	67.2
7105	5000	30	50	0.01	41.6
3189	5000	30	50	0.01	77.6
13594	5000	30	50	0.01	62.4
4	5000	30	50	0.01	50.0
Media:5000	30	50	0.01	59.54
1234	5000	30	50	0.001	41.4
242359	5000	30	50	0.001	54.4
986	5000	30	50	0.001	41.4
5437	5000	30	50	0.001	55.6
72463	5000	30	50	0.001	33.8
97856	5000	30	50	0.001	46.6
7105	5000	30	50	0.001	33.0
3189	5000	30	50	0.001	52.2
13594	5000	30	50	0.001	54.8
4	5000	30	50	0.001	32.2
Media:5000	30	50	0.001	44.54
1234	5000	30	50	1.0E-4	29.0
242359	5000	30	50	1.0E-4	35.6
986	5000	30	50	1.0E-4	40.2
5437	5000	30	50	1.0E-4	26.8
72463	5000	30	50	1.0E-4	34.6
97856	5000	30	50	1.0E-4	39.8
7105	5000	30	50	1.0E-4	25.4
3189	5000	30	50	1.0E-4	45.2
13594	5000	30	50	1.0E-4	56.0
4	5000	30	50	1.0E-4	27.6
Media:5000	30	50	1.0E-4	36.02
1234	5000	30	50	1.0E-5	29.2
242359	5000	30	50	1.0E-5	26.2
986	5000	30	50	1.0E-5	40.8
5437	5000	30	50	1.0E-5	24.0
72463	5000	30	50	1.0E-5	35.0
97856	5000	30	50	1.0E-5	38.6
7105	5000	30	50	1.0E-5	26.6
3189	5000	30	50	1.0E-5	47.6
13594	5000	30	50	1.0E-5	57.2
4	5000	30	50	1.0E-5	24.4
Media:5000	30	50	1.0E-5	34.959999999999994
1234	5000	30	60	0.1	67.8
242359	5000	30	60	0.1	80.2
986	5000	30	60	0.1	45.4
5437	5000	30	60	0.1	94.4
72463	5000	30	60	0.1	50.8
97856	5000	30	60	0.1	76.0
7105	5000	30	60	0.1	68.8
3189	5000	30	60	0.1	83.4
13594	5000	30	60	0.1	71.8
4	5000	30	60	0.1	55.4
Media:5000	30	60	0.1	69.4
1234	5000	30	60	0.01	61.6
242359	5000	30	60	0.01	57.6
986	5000	30	60	0.01	40.8
5437	5000	30	60	0.01	83.6
72463	5000	30	60	0.01	42.2
97856	5000	30	60	0.01	64.0
7105	5000	30	60	0.01	57.4
3189	5000	30	60	0.01	71.6
13594	5000	30	60	0.01	64.8
4	5000	30	60	0.01	36.2
Media:5000	30	60	0.01	57.98
1234	5000	30	60	0.001	39.2
242359	5000	30	60	0.001	55.2
986	5000	30	60	0.001	42.8
5437	5000	30	60	0.001	60.2
72463	5000	30	60	0.001	34.6
97856	5000	30	60	0.001	46.8
7105	5000	30	60	0.001	40.8
3189	5000	30	60	0.001	59.4
13594	5000	30	60	0.001	54.0
4	5000	30	60	0.001	28.2
Media:5000	30	60	0.001	46.11999999999999
1234	5000	30	60	1.0E-4	29.2
242359	5000	30	60	1.0E-4	29.6
986	5000	30	60	1.0E-4	38.4
5437	5000	30	60	1.0E-4	32.4
72463	5000	30	60	1.0E-4	33.8
97856	5000	30	60	1.0E-4	40.0
7105	5000	30	60	1.0E-4	30.8
3189	5000	30	60	1.0E-4	46.4
13594	5000	30	60	1.0E-4	54.0
4	5000	30	60	1.0E-4	29.2
Media:5000	30	60	1.0E-4	36.379999999999995
1234	5000	30	60	1.0E-5	27.4
242359	5000	30	60	1.0E-5	25.8
986	5000	30	60	1.0E-5	41.0
5437	5000	30	60	1.0E-5	21.4
72463	5000	30	60	1.0E-5	37.0
97856	5000	30	60	1.0E-5	37.2
7105	5000	30	60	1.0E-5	34.6
3189	5000	30	60	1.0E-5	46.0
13594	5000	30	60	1.0E-5	55.2
4	5000	30	60	1.0E-5	24.2
Media:5000	30	60	1.0E-5	34.98
1234	5000	30	70	0.1	61.8
242359	5000	30	70	0.1	83.0
986	5000	30	70	0.1	47.4
5437	5000	30	70	0.1	94.8
72463	5000	30	70	0.1	53.0
97856	5000	30	70	0.1	78.2
7105	5000	30	70	0.1	63.4
3189	5000	30	70	0.1	85.4
13594	5000	30	70	0.1	68.6
4	5000	30	70	0.1	53.4
Media:5000	30	70	0.1	68.9
1234	5000	30	70	0.01	56.8
242359	5000	30	70	0.01	74.0
986	5000	30	70	0.01	41.6
5437	5000	30	70	0.01	81.0
72463	5000	30	70	0.01	40.8
97856	5000	30	70	0.01	70.4
7105	5000	30	70	0.01	49.0
3189	5000	30	70	0.01	71.8
13594	5000	30	70	0.01	59.0
4	5000	30	70	0.01	39.0
Media:5000	30	70	0.01	58.34000000000001
1234	5000	30	70	0.001	42.0
242359	5000	30	70	0.001	56.8
986	5000	30	70	0.001	39.8
5437	5000	30	70	0.001	56.2
72463	5000	30	70	0.001	37.4
97856	5000	30	70	0.001	48.0
7105	5000	30	70	0.001	32.4
3189	5000	30	70	0.001	53.6
13594	5000	30	70	0.001	54.0
4	5000	30	70	0.001	30.6
Media:5000	30	70	0.001	45.080000000000005
1234	5000	30	70	1.0E-4	33.2
242359	5000	30	70	1.0E-4	27.4
986	5000	30	70	1.0E-4	41.2
5437	5000	30	70	1.0E-4	30.8
72463	5000	30	70	1.0E-4	37.8
97856	5000	30	70	1.0E-4	41.2
7105	5000	30	70	1.0E-4	27.8
3189	5000	30	70	1.0E-4	42.4
13594	5000	30	70	1.0E-4	57.8
4	5000	30	70	1.0E-4	28.6
Media:5000	30	70	1.0E-4	36.82000000000001
1234	5000	30	70	1.0E-5	29.0
242359	5000	30	70	1.0E-5	28.6
986	5000	30	70	1.0E-5	39.6
5437	5000	30	70	1.0E-5	34.6
72463	5000	30	70	1.0E-5	36.2
97856	5000	30	70	1.0E-5	37.8
7105	5000	30	70	1.0E-5	36.4
3189	5000	30	70	1.0E-5	42.4
13594	5000	30	70	1.0E-5	54.0
4	5000	30	70	1.0E-5	30.6
Media:5000	30	70	1.0E-5	36.92
1234	5000	40	1	0.1	71.4
242359	5000	40	1	0.1	88.8
986	5000	40	1	0.1	54.0
5437	5000	40	1	0.1	103.8
72463	5000	40	1	0.1	58.0
97856	5000	40	1	0.1	86.0
7105	5000	40	1	0.1	72.0
3189	5000	40	1	0.1	96.0
13594	5000	40	1	0.1	81.0
4	5000	40	1	0.1	59.4
Media:5000	40	1	0.1	77.03999999999999
1234	5000	40	1	0.01	71.6
242359	5000	40	1	0.01	89.8
986	5000	40	1	0.01	54.0
5437	5000	40	1	0.01	100.0
72463	5000	40	1	0.01	58.0
97856	5000	40	1	0.01	82.0
7105	5000	40	1	0.01	72.0
3189	5000	40	1	0.01	94.6
13594	5000	40	1	0.01	81.0
4	5000	40	1	0.01	59.4
Media:5000	40	1	0.01	76.24
1234	5000	40	1	0.001	72.0
242359	5000	40	1	0.001	89.4
986	5000	40	1	0.001	54.0
5437	5000	40	1	0.001	99.6
72463	5000	40	1	0.001	57.6
97856	5000	40	1	0.001	86.0
7105	5000	40	1	0.001	72.0
3189	5000	40	1	0.001	94.8
13594	5000	40	1	0.001	81.0
4	5000	40	1	0.001	60.0
Media:5000	40	1	0.001	76.64
1234	5000	40	1	1.0E-4	71.6
242359	5000	40	1	1.0E-4	91.0
986	5000	40	1	1.0E-4	54.0
5437	5000	40	1	1.0E-4	101.2
72463	5000	40	1	1.0E-4	58.0
97856	5000	40	1	1.0E-4	86.0
7105	5000	40	1	1.0E-4	72.0
3189	5000	40	1	1.0E-4	96.0
13594	5000	40	1	1.0E-4	81.0
4	5000	40	1	1.0E-4	59.4
Media:5000	40	1	1.0E-4	77.02
1234	5000	40	1	1.0E-5	71.8
242359	5000	40	1	1.0E-5	90.8
986	5000	40	1	1.0E-5	53.8
5437	5000	40	1	1.0E-5	102.8
72463	5000	40	1	1.0E-5	57.2
97856	5000	40	1	1.0E-5	83.6
7105	5000	40	1	1.0E-5	71.4
3189	5000	40	1	1.0E-5	96.0
13594	5000	40	1	1.0E-5	81.0
4	5000	40	1	1.0E-5	59.0
Media:5000	40	1	1.0E-5	76.74
1234	5000	40	2	0.1	71.4
242359	5000	40	2	0.1	90.2
986	5000	40	2	0.1	54.0
5437	5000	40	2	0.1	96.4
72463	5000	40	2	0.1	56.8
97856	5000	40	2	0.1	85.4
7105	5000	40	2	0.1	72.0
3189	5000	40	2	0.1	96.0
13594	5000	40	2	0.1	81.0
4	5000	40	2	0.1	59.4
Media:5000	40	2	0.1	76.26
1234	5000	40	2	0.01	71.8
242359	5000	40	2	0.01	89.6
986	5000	40	2	0.01	54.0
5437	5000	40	2	0.01	100.4
72463	5000	40	2	0.01	57.0
97856	5000	40	2	0.01	85.6
7105	5000	40	2	0.01	72.0
3189	5000	40	2	0.01	96.0
13594	5000	40	2	0.01	81.0
4	5000	40	2	0.01	57.4
Media:5000	40	2	0.01	76.47999999999999
1234	5000	40	2	0.001	70.8
242359	5000	40	2	0.001	90.6
986	5000	40	2	0.001	53.6
5437	5000	40	2	0.001	103.6
72463	5000	40	2	0.001	56.8
97856	5000	40	2	0.001	85.2
7105	5000	40	2	0.001	71.2
3189	5000	40	2	0.001	95.2
13594	5000	40	2	0.001	81.0
4	5000	40	2	0.001	56.6
Media:5000	40	2	0.001	76.46000000000001
1234	5000	40	2	1.0E-4	70.0
242359	5000	40	2	1.0E-4	86.4
986	5000	40	2	1.0E-4	53.2
5437	5000	40	2	1.0E-4	98.6
72463	5000	40	2	1.0E-4	57.2
97856	5000	40	2	1.0E-4	84.2
7105	5000	40	2	1.0E-4	71.0
3189	5000	40	2	1.0E-4	94.4
13594	5000	40	2	1.0E-4	79.6
4	5000	40	2	1.0E-4	53.8
Media:5000	40	2	1.0E-4	74.84
1234	5000	40	2	1.0E-5	68.0
242359	5000	40	2	1.0E-5	88.8
986	5000	40	2	1.0E-5	53.6
5437	5000	40	2	1.0E-5	93.2
72463	5000	40	2	1.0E-5	56.0
97856	5000	40	2	1.0E-5	81.0
7105	5000	40	2	1.0E-5	69.8
3189	5000	40	2	1.0E-5	94.6
13594	5000	40	2	1.0E-5	75.0
4	5000	40	2	1.0E-5	55.8
Media:5000	40	2	1.0E-5	73.58
1234	5000	40	3	0.1	68.8
242359	5000	40	3	0.1	88.2
986	5000	40	3	0.1	54.0
5437	5000	40	3	0.1	97.2
72463	5000	40	3	0.1	57.8
97856	5000	40	3	0.1	83.8
7105	5000	40	3	0.1	70.2
3189	5000	40	3	0.1	94.8
13594	5000	40	3	0.1	81.0
4	5000	40	3	0.1	58.6
Media:5000	40	3	0.1	75.44
1234	5000	40	3	0.01	68.6
242359	5000	40	3	0.01	91.0
986	5000	40	3	0.01	52.2
5437	5000	40	3	0.01	100.2
72463	5000	40	3	0.01	55.2
97856	5000	40	3	0.01	85.6
7105	5000	40	3	0.01	70.4
3189	5000	40	3	0.01	96.0
13594	5000	40	3	0.01	81.0
4	5000	40	3	0.01	57.2
Media:5000	40	3	0.01	75.74
1234	5000	40	3	0.001	69.4
242359	5000	40	3	0.001	86.4
986	5000	40	3	0.001	53.2
5437	5000	40	3	0.001	97.8
72463	5000	40	3	0.001	55.0
97856	5000	40	3	0.001	83.6
7105	5000	40	3	0.001	65.8
3189	5000	40	3	0.001	92.8
13594	5000	40	3	0.001	79.2
4	5000	40	3	0.001	57.4
Media:5000	40	3	0.001	74.06
1234	5000	40	3	1.0E-4	61.0
242359	5000	40	3	1.0E-4	76.8
986	5000	40	3	1.0E-4	51.6
5437	5000	40	3	1.0E-4	91.8
72463	5000	40	3	1.0E-4	50.2
97856	5000	40	3	1.0E-4	79.6
7105	5000	40	3	1.0E-4	64.0
3189	5000	40	3	1.0E-4	89.2
13594	5000	40	3	1.0E-4	79.2
4	5000	40	3	1.0E-4	48.4
Media:5000	40	3	1.0E-4	69.18
1234	5000	40	3	1.0E-5	64.6
242359	5000	40	3	1.0E-5	78.2
986	5000	40	3	1.0E-5	47.0
5437	5000	40	3	1.0E-5	87.6
72463	5000	40	3	1.0E-5	52.8
97856	5000	40	3	1.0E-5	77.0
7105	5000	40	3	1.0E-5	63.0
3189	5000	40	3	1.0E-5	91.6
13594	5000	40	3	1.0E-5	76.4
4	5000	40	3	1.0E-5	47.4
Media:5000	40	3	1.0E-5	68.55999999999999
1234	5000	40	4	0.1	70.6
242359	5000	40	4	0.1	88.2
986	5000	40	4	0.1	53.2
5437	5000	40	4	0.1	97.4
72463	5000	40	4	0.1	56.0
97856	5000	40	4	0.1	83.4
7105	5000	40	4	0.1	70.4
3189	5000	40	4	0.1	93.6
13594	5000	40	4	0.1	81.0
4	5000	40	4	0.1	59.4
Media:5000	40	4	0.1	75.32
1234	5000	40	4	0.01	67.6
242359	5000	40	4	0.01	86.8
986	5000	40	4	0.01	54.0
5437	5000	40	4	0.01	98.8
72463	5000	40	4	0.01	54.6
97856	5000	40	4	0.01	84.4
7105	5000	40	4	0.01	69.8
3189	5000	40	4	0.01	91.8
13594	5000	40	4	0.01	81.0
4	5000	40	4	0.01	58.2
Media:5000	40	4	0.01	74.7
1234	5000	40	4	0.001	68.6
242359	5000	40	4	0.001	86.6
986	5000	40	4	0.001	49.2
5437	5000	40	4	0.001	90.8
72463	5000	40	4	0.001	55.0
97856	5000	40	4	0.001	81.8
7105	5000	40	4	0.001	65.0
3189	5000	40	4	0.001	94.8
13594	5000	40	4	0.001	76.6
4	5000	40	4	0.001	52.6
Media:5000	40	4	0.001	72.1
1234	5000	40	4	1.0E-4	52.8
242359	5000	40	4	1.0E-4	78.8
986	5000	40	4	1.0E-4	46.6
5437	5000	40	4	1.0E-4	82.4
72463	5000	40	4	1.0E-4	45.0
97856	5000	40	4	1.0E-4	72.0
7105	5000	40	4	1.0E-4	55.4
3189	5000	40	4	1.0E-4	85.8
13594	5000	40	4	1.0E-4	67.4
4	5000	40	4	1.0E-4	41.4
Media:5000	40	4	1.0E-4	62.75999999999999
1234	5000	40	4	1.0E-5	52.2
242359	5000	40	4	1.0E-5	71.6
986	5000	40	4	1.0E-5	46.6
5437	5000	40	4	1.0E-5	71.2
72463	5000	40	4	1.0E-5	48.2
97856	5000	40	4	1.0E-5	60.0
7105	5000	40	4	1.0E-5	57.2
3189	5000	40	4	1.0E-5	82.2
13594	5000	40	4	1.0E-5	70.6
4	5000	40	4	1.0E-5	41.2
Media:5000	40	4	1.0E-5	60.1
1234	5000	40	5	0.1	70.2
242359	5000	40	5	0.1	86.8
986	5000	40	5	0.1	51.2
5437	5000	40	5	0.1	98.4
72463	5000	40	5	0.1	55.8
97856	5000	40	5	0.1	82.2
7105	5000	40	5	0.1	69.6
3189	5000	40	5	0.1	93.0
13594	5000	40	5	0.1	79.2
4	5000	40	5	0.1	57.0
Media:5000	40	5	0.1	74.34
1234	5000	40	5	0.01	70.0
242359	5000	40	5	0.01	89.4
986	5000	40	5	0.01	51.4
5437	5000	40	5	0.01	97.0
72463	5000	40	5	0.01	51.8
97856	5000	40	5	0.01	84.8
7105	5000	40	5	0.01	68.0
3189	5000	40	5	0.01	94.8
13594	5000	40	5	0.01	78.8
4	5000	40	5	0.01	57.2
Media:5000	40	5	0.01	74.32000000000001
1234	5000	40	5	0.001	67.6
242359	5000	40	5	0.001	78.8
986	5000	40	5	0.001	46.4
5437	5000	40	5	0.001	92.2
72463	5000	40	5	0.001	50.2
